UUID,Title,Memory Mapper Title (keywords to identify the project) (should include the research content,Project Location - In London,Spatial Scope,Date,Link,Identification- DOI/URL/ISBN/Reference no.,Authors,London Authors,Other Author (National+International),Department,Abstract,Partners,Partnership Location - In London,Partnership Names,Partnership Coordinates,Partnership,Policy Sources////Citations ( from Overton),Policy source subcategory,Partnership 1,Partnership 2,Partnership 3,Partnership 4,Filter 2 (Themes),Funder 1,Funder 2,Funder 3,Source,Output type,boroughs,geometry
381ec992c5c78ab729789454a204629e,Home Energy Efficiency and Subjective Health in Greater London,Home Energy Efficiency and Subjective Health,London,Macro,2021,https://discovery.ucl.ac.uk/id/eprint/10126829/1/Symonds2021_Article_HomeEnergyEfficiencyAndSubject.pdf,10.1007/s11524-021-00513-6,"P Symonds
N Verschoor 
Z Chalabi
J Taylor
M Davies",,"Jonathon Taylor 
Department of Civil Engineering, Tampere University, Korkeakoulunkatu 7 Kampusareena, 33720 Tampere, Finland (61.44992087259666, 23.859513582565793)

N Verschoor 
CFP Green Buildings, J.C. Wilslaan 29, 7313 HK Apeldoorn, Netherlands (52.214763870456075, 5.9209577269889815)",[UCL Energy Institute / UCL Institute for Sustainable Heritage (ISH) / UCL Institute for Environmental Design and Engineering (IEDE) / UCL Institute for Sustainable Resources (ISR)],"The UK has introduced legislation that requires net-zero greenhouse gas emissions to be achieved by 2050. Improving the energy efficiency of homes is a key objective to help reach this target, and the UK government's Clean Growth Strategy aims to get many homes up to an Energy Performance Certificate (EPC) Band of C by 2035. The relationship between home energy-efficiency and occupant health and wellbeing remains an area of ongoing research. This paper explores the nexus between home energy efficiency, energy consumption and self-reported health-an indicator of the general health and wellbeing of the population. We focus on Greater London through secondary data analysis. Energy-efficiency ratings and air infiltration rates of dwellings, derived from EPCs, were aggregated and matched to local area self-reported health and energy consumption data obtained from the Greater London Authority's (GLA) Lower Layer Super Output Area (LSOA) Atlas database. Our regression model indicates that improving the energy efficiency (SAP) rating by 10 points for a typical home may reduce household gas consumption by around 7% (95% CIs: 2%, 14%). Beta regression finds a positive, but not statistically significant association between median SAP rating and the proportion of the population reporting 'good or very good' health when considering all Greater London LSOAs (z score = 0.60, p value = 0.55). A statistically significant positive association is observed however when repeating the analysis for the lowest income quartile LSOAs (z score = 2.03, p value = 0.04). This indicates that the least well-off may benefit most from home energy efficiency programs. A statistically significant positive association is also observed for the relationship between self-reported health and air infiltration rates (z score = 2.62, p value = 0.01). The findings support existing evidence for the predominantly naturally ventilated UK housing stock, suggesting that home energy efficiency measures provide a co-benefit for occupant health provided that adequate air exchange is maintained.",Greater London Authority’s (GLA) ,"51.507495,0.016223",Greater London Authority,"[(51.507495,0.016223)]",Database,Government,The UK Government,Data Support ,Co-authorship with other partner(s),,,Health,Wellcome Trust ,,,Discovery,,[],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": []}, ""properties"": {}}"
75297f05c6dae026097d538b08d3e1a1,Combining on-foot porters with vans for last-mile parcel deliveries: Results of a study in central London,On-foot porters and vans for last-mile parcel deliveries,London,Macro,2020,https://discovery.ucl.ac.uk/id/eprint/10128303/1/PorteringPaper_AcceptedVersion.pdf,10.1504/WRITR.2021.10035922,"Julian Allen
Maja Piecyk 
Marzena Piotrowska
Tom Cherrett
Fraser McLeod 
Andrew Oakey 
Oliver Bates 
Adrian Friday
Kostas Cheliotis
Sarah Wise
Tolga Bektas ","Julian Allen
Maja Piecyk 
Marzena Piotrowska
School of Architecture and Cities, University of Westminster, London, NW1 5LS, U.K (51.522466085649185, -0.15511474419721819)","Tom Cherrett
Fraser McLeod 
Andrew Oakey 
Faculty of Engineering and the Environment, University of Southampton, Southampton, SO17 1BJ, U.K (50.93517328195799, -1.3935820595571489)

Oliver Bates 
Adrian Friday
School of Computing and Communications, Lancaster University, Lancaster, LA1 4WA, U.K. (54.00564679143338, -2.7846138711058326)

Tolga Bektas 
Management School, University of Liverpool, Liverpool, L69 7ZH, U.K (53.401703513672615, -2.9632707729733783)",Bartlett Centre for Advanced Spatial Analysis,"Parcel delivery operations in central London currently involve drivers using vans which are parked at the kerbside for up to 60% of the round time while drivers make deliveries on-foot to consignees, walking up to 10 km per day. A trial was carried out in which deliveries were made by on-foot porters using wheeled bags supplied by van. Results of this trial and additional analysis of its wider implementation across central London indicate that parcel portering could result in reductions in vehicle parking time at kerbside (of 50-65%), and vehicle driving time and distance travelled (of 25-35%) compared to current operations. Such outcomes would result in improvements in greenhouse gas emissions and local air quality. Related planning considerations for public policy makers including reviewing vehicle kerbside stopping regulations to encourage portering, and the provision of land for secure storage facilities for porter's bags are identified and discussed.","Julian Allen
Maja Piecyk
Marzena Piotrowska ","School of Architecture and Cities, University of Westminster (51.522023,-0.154599))",University of Westminster,"[(51.522023,-0.154599)]",Co-authorship with academic partner(s),,,Co-authorship with academic partner(s),Co-authorship with other partner(s),,,Planning and Policy,Engineering & Physical Sciences Research Council (EPSRC),The Centre for Sustainable Road Freight ,,Discovery,,[],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": []}, ""properties"": {}}"
668ff29276b6503ba67f169f13a65133,Airbnb and its potential impact on the London housing market,Airbnb and its potential impact on the housing market,London,Macro,2021,https://journals.sagepub.com/doi/full/10.1177/0042098020970865,https://doi.org/10.1177/0042098020970865,"Zahratu Shabrina 
Elsa Arcaute 
Michael Batty","Zahratu Shabrina
Department of Geography, Kings College London, Strand, WC2R 2LS, London, UK (51.51325924885361, -0.11704348837473262)",,Bartlett Centre for Advanced Spatial Analysis,"This article identifies proxies which account for the impacts that the Airbnb platform is having on housing in Greater London. We identify these by analysing the relationships between possible Airbnb misuse and the attributes of housing in the same locations. We assume misuse when listings of entire properties within the Airbnb platform do not conform with local regulations and where hosts who offer such housing have multiple listings. In particular, we examine (1) the dwelling type based on building typology; (2) the type of housing tenure, whether it is owned or rented; and (3) the spatial distribution of changes in rent payable. Three important findings emerge from our analysis. First, based on 2018 data, we estimate that more than 2% of all properties in London, and up to 7% in some local areas are being misused through Airbnb as short-term holiday rentals. Second, the location of these particular Airbnb rentals is negatively correlated with the diversity of dwelling types and positively correlated with dwelling type such as an apartment (or flat) in areas of high private rental stock. Last, we show that a 100% increase in the density of possible Airbnb misuse can be associated with up to an 8% increase in unit rental price per-bedroom per-week, an equivalent to up to an average of £90 price increase per year. Finally, we discuss how this type of analysis can help build instruments to inform policies associated with the platform economy in relation to increasing polarisation in the London housing market.",Zahratu Shabrina ,"King’s College London (51.511612,-0.116253)",King's College London,"[(51.511612,-0.116253)]",Co-authorship with academic partner(s),"Aggregator
Think Tank
IGO","Analysis & Observatory 
Centre for London think tank
Ifo Institute think tank
OECD ",Co-authorship with academic partner(s),,,,Other,Engineering & Physical Sciences Research Council (EPSRC),The Centre for Sustainable Road Freight ,,Discovery,,[],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": []}, ""properties"": {}}"
1f9f9510c5f2f49b433fdfc1f4c60690,Understanding the transport and CO2 impacts of on-demand meal deliveries: A London case study,The transport and CO2 impacts of on-demand meal deliveries,London,Macro,2020,https://discovery.ucl.ac.uk/id/eprint/10120813/3/Wise_Cities%20paper%20-%20Meal%20deliveries%20-%20September%202020%20revised%20version.pdf,https://doi.org/10.1016/j.cities.2020.102973,"Julian Allen
Maja Piecyk
Tom Cherrett
Muhammad Nabil Juhari
Fraser McLeod
Marzena Piotrowska
Oliver Bates
Tolga Bektas
Kostas Cheliotis
Adrian Friday
Sarah Wise","Julian Allen
Maja Piecyk 
Marzena Piotrowska
School of Architecture and Cities, University of Westminster, London, NW1 5LS, U.K (51.522466085649185, -0.15511474419721819)","Tom Cherrett
Muhammad Nabil Juhari
Fraser McLeod
Faculty of Engineering and the Environment, University of Southampton, Southampton, SO17 1BJ, U.K (50.93517328195799, -1.3935820595571489)

Oliver Bates
Adrian Friday
School of Computing and Communications, Lancaster University, Lancaster, LA1 4WA, U.K. (54.00564679143338, -2.7846138711058326)

Tolga Bektas 
Management School, University of Liverpool, Liverpool, L69 7ZH, U.K (53.401703513672615, -2.9632707729733783)",Bartlett Centre for Advanced Spatial Analysis,"The rise of the on-demand economy has led to a rapid increase in the delivery of meals from restaurants and fast food outlets by delivery drivers (DDs) using bicycles, mopeds and cars, with newly-established platform providers handling order and payment processing and, in many cases, the co-ordination of these deliveries. Little is currently understood about the collective transport impacts of such activity in urban centres and to what extent this poses challenges for transport policymakers. The paper provides an international review of market growth in this sector together with insight into key topics associated with its freight delivery operations in urban areas. Using a substantial database of meal deliveries made in London by a major platform provider, this paper quantifies the operational performance of these deliveries and their transport and environmental impacts. On average, 9.6 deliveries were undertaken by a DD daily, with each taking 25 min from pickup to delivery with an average trip length, from restaurant to customer of 2.2 km (1.4 miles) a DD travelling 41.3 km (25.7 miles) in total per day, The analysis of the case study indicates the relative transport inefficiency of these on-demand meal deliveries compared to other forms of urban road freight (with a meal delivered by car being responsible for approximately 1300 times the distance travelled by an articulated HGV operation per tonne delivered). It also highlights the far greater GHG emissions and transport intensity associated with meals deliveries by cars and petrol mopeds compared to bicycles (emitting 5 and 11 times more GHGs per meal delivered than bicycles, respectively). The transport and GHG emissions intensity of these meal deliveries raises important policy issues, especially given therapid growth in the provision of, and demand for, these services internationally, Based on the review and analysis, the paper provides a discussion of the key issues that urban policymakers around the world need to take account of in relation to this fast-growing sector including vehicle fuel sources, road safety, trip generation rates and their impacts on local residents, together with recommended actions.","Julian Allen 
Maja Piecyk
Marzena Piotrowska","Faculty of Architecture and the Built Environment, University of Westminster (51.522023,-0.154599)",University of Westminster,"[(51.522023,-0.154599)]",Co-authorship with academic partner(s),"IGO
Healthcare agency","OECD
World Health Organization",Co-authorship with academic partner(s),Co-authorship with other partner(s),,,Planning and Policy,Engineering & Physical Sciences Research Council (EPSRC),The Centre for Sustainable Road Freight ,,Discovery,,[],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": []}, ""properties"": {}}"
2e214f9b556dad99f920c4f47650a9e3,Assessing heat vulnerability in London care settings: case studies of adaptation to climate change,Assessing heat vulnerability in London care settings,London,Macro,2020,https://discovery.ucl.ac.uk/id/eprint/10128385/,https://publications.ibpsa.org/proceedings/bso/2020/papers/bso2020_Oikonomou.pdf,"Eleni Oikonomou 
Anna Mavrogianni 
Nilesh Jain 
Rajat Gupta
Paul Wilkinson
Alastair Howard
Ai Milojevic
Mike Davies ","Paul Wilkinson
Ai Milojevic
London School of Hygiene and Tropical Medicine, Keppel St, London WC1E 7HT (51.521037587492934, -0.13024792885548608)","Rajat Gupta
Alastair Howard
Low Carbon Building Research Group, School of Architecture, Oxford Brookes University, Headington Rd, Headington, Oxford OX3 0BP (51.75506260978898, -1.2242334060592617)",[UCL Energy Institute / UCL Institute for Sustainable Heritage (ISH) / UCL Institute for Environmental Design and Engineering (IEDE) / UCL Institute for Sustainable Resources (ISR)],"This pilot study aims at testing methods to assess heat vulnerability in London care homes and develop overheating reduction strategies to mitigate temperature exposure and the associated negative health impacts under the warming climate, with a view to scaling up the project on a national scale. It undertakes feasibility work to identify possible causes of overheating across a range of care home types and evaluate the current and future potential of indicative passive solutions. The summertime thermal environments of five case study care homes were monitored and their physical, technical and occupancy profiles were established through surveys. The data was inputed in the EnergyPlus V8.9 dynamic thermal simulations via the DesignBuilder Graphical User Interface. Future overheating risks and their reduction potential through the use of passive strategies were tested under a set of representative climate change scenarios, during a five-day heatwave period. The dynamic thermal simulation analysis indicated that older buildings with higher heat loss and thermal mass capacities are likely to benefit more from the application of high albedo materials rather than external shading methods, whereas newer and highly insulated buildings seem to benefit more from higher ventilation rates and appropriate external shading systems. Night ventilation emerged as the single most impactful passive technique for all building types. This feasibility work has developed novel methods, knowledge and insights that will be helpful in understanding how to enable care settings in the UK to become resilient to rising heat stress. This is one of the first systematic attempts to build a set of dynamic thermal models of care homes in the UK.","1. Paul Wilkinson 
Ai Milojevic 
2. DesignBuilder Software Ltd (51.745097,-2.218907)
3. Innovate UK KTP (51.535509,-0.105346)","1. Public Health, Environments and Society, London School of Hygiene & Tropical Medicine, London, UK
(51.520925,-0.130687)
2. DesignBuilder Software Ltd (51.745097,-2.218907)
3. UCL and Innovate UK KTP (51.535509,-0.105346)",London School of Hygiene and Tropical Medicine|DesignBuilder Software Ltd|Innovate UK,"[(51.520925,-0.130687), (51.745097,-2.218907), (51.535509,-0.105346)]","1. Co-authorship with academic partner(s)
2. Collaborator
3. Collaborator",,,Co-authorship with academic partner(s),Collaborators,Collaborators,Co-authorship with other partner(s),Health,Natural Environment Research Council (NERC),,,Discovery,,[],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": []}, ""properties"": {}}"
e0b486ec1cc6018a58dcd2199803c70b,Rethinking prosperity: Perspectives of young people living in East London,Rethinking prosperity: Perspectives of young people,"East London (51.5432402,-0.0493621)",Meso,2020,https://www.ucl.ac.uk/bartlett/igp/publications/2022/feb/rethinking-prosperity-perspectives-young-people-living-east-london,10.14324/000.wp.10100056,"Hannah Sender
Mohammed Abdussamad 
Luke Billingham
Jordan Isaacs
Daniel Ocitti","Luke Billingham
Jordan Isaacs
Daniel Ocitti
Hackney Quest
51.543399,-0.045803",,UCL Institute for Global Prosperity,"In this paper, we argue that prosperity is understood and experienced in different ways by different age groups. Young people are typically less involved in research about their prosperity than adults. Their views and experiences are therefore less likely to be considered in policy decisions than adults’. However, young people – and particularly adolescents between 14-24 years old – are significantly affected by societal transformation, and are capable of reflecting on and responding to that transformation. We outline a study conducted with young people in Hackney who are mostly in mid-adolescence (between 14-17 years old). Hackney is a borough in east London which has undergone significant social and economic transformation. We draw out the main factors which young people said influenced their ability to live a good life in Hackney and discuss their views of the London Prosperity Index. We argue that there are structural differences and value differences which affect how young people understand prosperity, and which impact their capacity to lead a good life in places which are changing significantly. We conclude by establishing the need for a Youth Prosperity Index, to complement the Prosperity Index and related indexes, which focus on adults’ experiences and values. The research which informed this paper was funded by a UCL Beacon Bursary.",Hackney Quest,"51.543399,-0.045803",Hackney Quest,"[(51.543399,-0.045803)]",,,,Co-authorship with industry partner(s),,,,Social Sciences and Humanities,,,,Discovery,,['Hackney'],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[-0.049362, 51.54324]]}, ""properties"": {}}"
61970adba4aea790972835e4edc83281,Building stock energy modelling in the UK: the 3DStock method and the London Building Stock Model,Building stock energy modelling in the UK,London,Macro,,https://journal-buildingscities.org/articles/10.5334/bc.52,https://doi.org/10.5334/bc.52 ,"Philip Steadman
Stepgen Evans
Rob Liddiard
Daniel Godoy-Shimizu
Paul Ruyssevelt
Dominic Humphrey ",,,"Bartlett School of Environment, Energy and Resources","A brief history is provided of models of energy use in the UK building stock, with the focus on the non-domestic sector. This history leads to an account of the development, since 2009, of the 3DStock method for modelling complete building stocks, both domestic and non-domestic. The paper explains how 3DStock models are built and the data sources used. Special emphasis is placed on the relationship of premises (the floorspace occupied by organisations) to buildings. Energy use may be metered at the level of premises, buildings or groups of buildings. Representing the patterns in which premises relate to buildings is therefore crucial to the modelling process, and in particular to the precise measurement of energy intensities. Applications of 3DStock models in building science and policy tools are reviewed, including the London Building Stock Model (LBSM), delivered to the Greater London Authority (GLA) in 2020. This ‘digital twin’ can be used for the monitoring, simulation and analysis of the building stock. Implications for research and policy are discussed, particularly for energy epidemiology, density, high-rise buildings, retrofit potential, energy-use intensity and benchmarking. Data are in place to extend 3DStock modelling to the whole of England and Wales. / Policy and practice relevance: The models can be used to assess energy demand in large numbers of buildings in relation to a range of variables, including built form, age, construction and activities. Poorly performing buildings can be identified, and the potential for retrofit—including renewable technology installations—evaluated using the same variables plus information contained in Energy Performance Certificates (EPCs). Policies for addressing fuel poverty can be evaluated by making links to confidential socioeconomic data on occupants. In conjunction with a dynamic building energy-simulation tool, scenarios can be investigated for retrofit, the potential for renewables and issues in demand-side management. Additional uses are in the precise measurements of density and of the three-dimensional character of the urban fabric. There could be applications in public health, the modelling of indoor and outdoor air pollution, and the tracking of material flows. 3DStock models might also be integrated with digital twins of infrastructure systems and networks.",Agnieszka Griffin at the Greater London Authority (GLA),"51.507495,0.016223",Greater London Authority,"[(51.507495,0.016223)]",,"Think tank
Governemnt","CREDS
Royal Society
UK Parliament Select Committee Publications",Data Support ,,,,Technology and Computation ,Engineering & Physical Sciences Research Council (EPSRC),,,Discovery,,[],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": []}, ""properties"": {}}"
3c09dc5e58c01234301bde35df60b9b9,Exploring local authority travel time to London effects on spatio-temporal pattern of local authority house prices variation in England,Local authority travel time to London effects on house prices variation,London,Macro,2020,https://discovery.ucl.ac.uk/id/eprint/10107563/,ISSN 1467-1298,"Bin Chi
Adam Dennett
Robin Morphet
Chris Hutchinson","Bin Chi 
Department of Geography, University College London (51.523919,-0.12895)
 
Chris Hutchinson 
Centre for the Study of the Legacies of British Slavery (51.54641797744119,-0.040935843785126116)",,Bartlett Centre for Advanced Spatial Analysis,"The spatial and temporal diffusion of house prices has been investigated at regional level in England, with London and the South East playing a leading role in terms of spillovers to other regions. High house prices in London not only increase neighbouring house prices but also force workers to live outside London and commuting in. To better understand this London effect, this research aims to explore the effect of travel time to London on house price variation across England. We conducted this research at local authority level rather than region level to offer a clearer insight into the relationship between house price variation and travel time to London, concentrating especially on the period post the 2008 financial crisis. Results show that local authorities with shorter travel tomes to London generally have greater house prices increases, but with some exceptions. The majority of local authorities within 75 minutes travel time to London had a high house price increase between 2009 and 2016. This underlies the London ripple effect and is reinforced by the high proportion of workers commuting to London.","Chris Hutchinson 
Louisa Bainbridge","Centre for the Study of the Legacies of British Slavery (51.54641797744119,-0.040935843785126116)

TravelTime Platform https://www.traveltimeplatform.com ","Centre for the Study of the Legacies of British Slavery (51.54641797744119,-0.040935843785126116)

TravelTime Platform https://www.traveltimeplatform.com ",,"Co-authorship with academic partner(s)
Data support",,,Co-authorship with academic partner(s),Data Support ,,,Planning and Policy,,,,Discovery,,[],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": []}, ""properties"": {}}"
d270f30b9113eb18b1384a501d2d20fa,"What individual and neighbourhood-level factors increase the risk of heat-related mortality? A case-crossover study of over 185,000 deaths in London using high-resolution climate datasets",Individual and neighbourhood-level factors & the risk of heat-related mortality,London,Macro,2019,https://pubmed.ncbi.nlm.nih.gov/31726356/,0.1016/j.envint.2019.105292,"Peninah Murage 
Sari Kovats 
Christophe Sarran
Jonathon Taylor
Rachel Mclnnes
Shakoor Hajat ","Peninah Murage 
Sari Kovats 
Shakoor Hajat
HPRU in Environmental Change and Health, London School of Hygiene and Tropical Medicine, London (51.525448,-0.12671)","Christophe Sarran
Rachel Mclnnes
Met Office, Fitzroy Rd, Exeter EX1 3PB (50.72732390143138, -3.475447088398998)",[UCL Energy Institute / UCL Institute for Sustainable Heritage (ISH) / UCL Institute for Environmental Design and Engineering (IEDE) / UCL Institute for Sustainable Resources (ISR)],"OBJECTIVE: Management of the natural and built environments can help reduce the health impacts of climate change. This is particularly relevant in large cities where urban heat island makes cities warmer than the surrounding areas. We investigate how urban vegetation, housing characteristics and socio-economic factors modify the association between heat exposure and mortality in a large urban area. METHODS: We linked 185,397 death records from the Greater London area during May-Sept 2007–2016 to a high resolution daily temperature dataset. We then applied conditional logistic regression within a case-crossover design to estimate the odds of death from heat exposure by individual (age, sex) and local area factors: land-use type, natural environment (vegetation index, tree cover, domestic garden), built environment (indoor temperature, housing type, lone occupancy) and socio-economic factors (deprivation, English language, level of employment and prevalence of ill-health). RESULTS: Temperatures were higher in neighbourhoods with lower levels of urban vegetation and with higher levels of income deprivation, social-rented housing, and non-native English speakers. Heat-related mortality increased with temperature increase (Odds Ratio (OR), 95% CI = 1.039, 1.036–1.043 per 1 °C temperature increase). Vegetation cover showed the greatest modification effect, for example the odds of heat-related mortality in quartiles with the highest and lowest tree cover were OR, 95%CI 1.033, 1.026–1.039 and 1.043, 1.037–1.050 respectively. None of the socio-economic variables were a significant modifier of heat-related mortality. CONCLUSIONS: We demonstrate that urban vegetation can modify the mortality risk associated with heat exposure. These findings make an important contribution towards informing city-level climate change adaptation and mitigation policies.","Peninah Murage 
Sari Kovats 
Shakoor Hajat","HPRU in Environmental Change and Health, London School of Hygiene and Tropical Medicine, London (51.525448,-0.12671)",London School of Hygiene and Tropical Medicine,"[(51.525448,-0.12671)]",Co-authorship with academic partners,"Healthcare Agency 
Legislative Research 
IGO 
Aggregator 
Think tank","Australian Institute of Health and Welfare
Analysis & Policy Observatory
EASAC
The UK Government
IAP
Royal Society
Santé Publique France
UK Parliament Research Briefings
UK Parliament Select Committee Publications
World Health Organization",Co-authorship with academic partner(s),Co-authorship with other partner(s),,,Health,National Institute for Health Research (NIHR),,,Discovery,,[],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": []}, ""properties"": {}}"
46ee0085c24437c9e3ef3057ffa90531,Banning Diesel Vehicles in London: Is 2040 Too Late?,Banning Diesel Vehicles in London: Is 2040 Too Late?,London,Macro,2019,"https://discovery.ucl.ac.uk/id/eprint/10092174/#:~:text=The%20results%20also%20showed%20that,the%20ban%20well%20before%202040.",https://doi.org/10.3390/en12183495 ,"Moayad Shammut
Mengqui Cao 
Yuerong Zhang 
Claire Papaix
Yuqi Liu
Xing Gao ","Mengqui Cao
School of Architecture and Cities,
University of Westminster, 35 Marylebone Road, London, NW1 5LS, UK (51.522499463459454, -0.15516838839364727)","Moayad Shammut
School of People, Environment and Planning, Massey University, Palmerston North 4442, New Zealand (-40.38838257867541, 175.62023568463917)

Claire Papaix
Department of Systems Management and Strategy, University of Greenwich, London SE10 9LS, UK (51.4801460988969, -0.008554099287171315)

Yuqi Liu
Department of Social Work and Social Administration, The University of Hong Kong, Hong Kong 999077, China (22.283498880262478, 114.1345200821398)",Bartlett School of Planning,"Air pollution contributes to 9400 deaths annually in London and diesel vehicles are considered a major source of lethal air pollutants. Consequently, the UK government announced its intention to ban diesel vehicles by 2040 to achieve a sustainable zero-carbon road transport system. Since no empirical studies have used a bottom-up approach to seek Londoners’ views, it is therefore worth investigating the public opinion regarding this forthcoming ban. This paper aims to fill this research gap by taking London as a case study. A survey was designed, and fieldwork was conducted to distribute questionnaires to Londoners. Completed questionnaires were analysed using both quantitative and qualitative methods. The findings revealed that the majority of Londoners would be in favour of the ban if they were sufficiently exposed to the appropriate sources of information and were favourably disposed towards environmental protection measures. The results also showed that Londoners were more likely to switch to electric vehicles (EVs) if they were offered generous incentives and encouraged to use scrappage schemes. The present study makes a strong case for enforcing the ban well before 2040. The significance of this research is to provide clearer signals regarding the future of diesel vehicles, which in turn will strengthen the EV policy and uptake.","Mengqiu Cao 
","1. School of Architecture and the Built Environment,
University of Westminster, 35 Marylebone Road, London, NW1 5LS, UK (51.522499463459454, -0.15516838839364727)
",University of Westminster,"[(51.522499463459454, -0.15516838839364727)]",Co-authorship with academic partners,Government,"The UK Government 
Oficina de Ciencia y Tecnología del Congreso de los Diputados",Co-authorship with academic partner(s),Co-authorship with other partner(s),,,Sustainability ,,,,Discovery,,[],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": []}, ""properties"": {}}"
d13b345b12a82441f2142313699a5c39,The Association between Urban Public Transport Infrastructure and Social Equity and Spatial Accessibility within the Urban Environment: An Investigation of Tramlink in London,Urban Public Transport Infrastructure and Social Equity and Spatial Accessibility ,"London Borough of Croydon (51.37687596089541, -0.09459955984608232)",,2019,https://westminsterresearch.westminster.ac.uk/item/qvw3q/the-association-between-urban-public-transport-infrastructure-and-social-equity-and-spatial-accessibility-within-the-urban-environment-an-investigation-of-tramlink-in-london,https://doi.org/10.3390/su11051229,"Neil Cuthill
Mengqiu Cao
Yuqi Liu
Xing Gao
Yuerong Zhang","Mengqui Cao
Department of Planning and Transport,
University of Westminster, 35 Marylebone Road, London, NW1 5LS, UK (51.522499463459454, -0.15516838839364727)","Yuqi Liu
Department of Urban Planning and Design, The University of Hong Kong, Pok Fu Lam Rd, Lung Fu Shan, Hong Kong, China (22.28343405945611, 114.13847825515248)",Bartlett School of Planning,"The pursuit of sustainability has been at the forefront of contemporary planning initiatives. However, most recent research has focused on the environmental and economic aspects of developing sustainable urban environment, whilst largely neglecting the social aspects. Contemporary political thinking in the UK often disregards the potential of the urban infrastructure to improve social equity. The aim of this study was to analyse the impact of transport infrastructure on a variety of social measures, in an empirical and ideologically unbiased fashion, using both quantitative and qualitative methods. We selected “Tramlink” as a case study: a light-rail system in the London Borough of Croydon which began operation in 2000. We used quantitative methods, including advanced spatial statistics, to produce a more detailed analysis of social equity than has been previously published. This acknowledges that determining localised issues can produce more informed and effective policy interventions. Our results demonstrate that the physical properties of transport infrastructure and the non-physical attributes of society, in combination, help to create opportunities for individuals to succeed. We also find that in order to reduce the negative effects of austerity, public money could be more effectively spent if diverted to areas that are most in need which can be highlighted through localised investigations.","Mengqiu Cao
","Department of Planning and Transport, University of Westminster, London NW1 5LS (51.5171083035177, -0.14273950923015175)",University of Westminster,"[(51.5171083035177, -0.14273950923015175)]",Co-authorship with academic partner(s),Government,Swedish Government,Co-authorship with academic partner(s),Co-authorship with other partner(s),,,Planning and Policy,,,,Discovery,,['Croydon'],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[-0.0946, 51.376876]]}, ""properties"": {}}"
5da8295375fcdb5435b7babcf67e381f,The role of technology as an enabler for agile workplace strategy: A case study of implementing agile working in the headquarters of a construction company in Central London,Technology as an enabler for agile workplace strategy,"Becket House, Bouygues Uk, Central London (51.49977017638403, -0.11634197490043982)",,2019,https://discovery.ucl.ac.uk/id/eprint/10072734/,https://discovery.ucl.ac.uk/id/eprint/10072734/1/Alnaggar%20%26%20Pitt%20Agile%20Working%20PRRES%20Paper.pdf,"Ahmed Alnaggar
Michael Pitt",,,Bartlett School of Sustainable Construction,"The ever-increasing global competition in today’s business world has made it critical for organisations to rethink their business practices and value proposition to maintain their competitive advantage. Organisations look for agile strategies to strike an adequate balance between employee satisfaction, wellbeing and productivity in one side and the efficiency and effectiveness of utilising the space on the other side. The fast pace of technology development is considered an enabler for agile working. However, there are very few studies done on analysing the interconnected relationship between the social and technical/technological aspects of agile working. This case study was undertaken on three floors of the headquarter building of a construction and property development company in Central London. The study involved introducing agile working concept in the workplace, including adding social spaces, flexible open plan workstations monitored by Internet of things (IoT) technology i.e. occupancy sensors, implementing a new system of monitoring and managing meeting spaces to maximise the efficiency of space utilisation, and introducing a new Information technology and cybersecurity strategy to allow for this change. The study will analyse the factors that influenced this workplace change such as limitations of space, technology development, and the need for maximising the efficiency of the workplace. It will also analyse the lessons learned from implementing the agile working concept, regarding the role of technology, the social aspects, the business value of this implementation and the relationship between these factors.",Bouygues UK,"Becket House, 1 Lambeth Palace Rd, London SE1 7EU (51.49977017638403, -0.11634197490043982)",Bouygues UK,"[(51.49977017638403, -0.11634197490043982)]",Collaborators,,,Collaborators,,,,Construction and Engineering ,,,,Discovery,,['Lambeth'],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[-0.116342, 51.49977]]}, ""properties"": {}}"
